ReviewId,OwnerId,CreatedOn,Project
39035,1001414,12-07-2012 19:47,platform/sdk
39036,1003966,12-07-2012 22:17,platform/bionic
39037,1003224,12-07-2012 23:19,platform/libcore
39038,1010199,13-07-2012 00:08,platform/frameworks/support
39040,1010672,13-07-2012 01:25,platform/sdk
39050,1001414,13-07-2012 02:27,platform/sdk
39051,1001414,13-07-2012 02:27,platform/sdk
39052,1003224,13-07-2012 18:45,platform/dalvik
39060,1001414,13-07-2012 02:32,platform/external/qemu
39061,1003966,13-07-2012 20:43,platform/bionic
39062,1003966,13-07-2012 20:43,platform/bionic
39080,1002068,13-07-2012 11:08,platform/frameworks/base
39090,1002068,13-07-2012 11:09,platform/frameworks/av
39100,1002068,13-07-2012 11:11,platform/frameworks/base
39110,1001414,13-07-2012 21:16,platform/sdk
39120,1001414,13-07-2012 21:23,platform/sdk
39121,1003966,13-07-2012 21:49,platform/bionic
39130,1003966,14-07-2012 00:58,platform/bionic
39150,1010070,14-07-2012 05:20,platform/frameworks/base
39160,1010084,14-07-2012 16:24,platform/bionic
39170,1010123,15-07-2012 14:02,platform/development
39171,1010123,15-07-2012 15:01,platform/dalvik
39172,1010056,16-07-2012 04:34,platform/frameworks/compile/slang
39173,1010056,16-07-2012 04:34,platform/frameworks/compile/slang
39174,1010056,16-07-2012 04:34,platform/frameworks/compile/slang
39180,1014153,16-07-2012 07:32,platform/bionic
39181,1004689,16-07-2012 16:10,platform/sdk
39182,1004689,16-07-2012 16:50,platform/sdk
39183,1004689,16-07-2012 18:41,platform/sdk
39184,1004689,16-07-2012 19:14,platform/sdk
39185,1004689,16-07-2012 22:55,platform/sdk
39190,1005243,16-07-2012 07:41,platform/packages/apps/Mms
39191,1012042,17-07-2012 11:23,platform/external/kernel-headers
39200,1013526,16-07-2012 09:10,platform/frameworks/base
39201,1005243,16-07-2012 10:31,platform/packages/apps/Mms
39210,1014044,16-07-2012 10:32,platform/cts
39220,1013157,16-07-2012 12:24,platform/external/yaffs2
39230,1004689,16-07-2012 16:10,platform/sdk
39231,1004689,16-07-2012 16:10,platform/sdk
39232,1003224,16-07-2012 16:43,platform/bionic
39233,1003224,16-07-2012 16:51,platform/bionic
39234,1010056,16-07-2012 22:41,platform/frameworks/compile/libbcc
39235,1013987,17-07-2012 16:22,platform/frameworks/compile/libbcc
39240,1004689,16-07-2012 16:10,platform/sdk
39241,1004689,16-07-2012 16:10,platform/sdk
39242,1004689,16-07-2012 16:16,platform/external/eclipse-windowbuilder
39243,1003224,16-07-2012 17:07,platform/bionic
39244,1004689,16-07-2012 17:33,platform/sdk
39245,1001414,16-07-2012 18:20,platform/sdk
39246,1003224,16-07-2012 18:46,platform/dalvik
39247,1003224,16-07-2012 22:31,platform/frameworks/base
39250,1011143,17-07-2012 11:54,platform/system/core
39260,1013987,17-07-2012 16:23,platform/frameworks/compile/libbcc
39270,1011333,17-07-2012 17:19,platform/system/extras
39271,1011333,17-07-2012 17:22,platform/build
39280,1004689,17-07-2012 18:49,platform/sdk
39281,1006698,17-07-2012 19:58,platform/frameworks/base
39290,1004689,17-07-2012 20:00,platform/sdk
39291,1004689,17-07-2012 20:15,platform/sdk
39300,1004689,17-07-2012 20:26,platform/sdk
39310,1003224,17-07-2012 22:11,platform/dalvik
39311,1002751,18-07-2012 01:21,platform/bootable/recovery
39312,1002751,18-07-2012 01:21,platform/development
39313,1003360,18-07-2012 04:43,platform/build
39314,1002951,18-07-2012 13:17,platform/frameworks/opt/telephony
39320,1004689,17-07-2012 22:26,platform/sdk
39330,1003224,17-07-2012 23:19,platform/dalvik
39331,1004689,17-07-2012 23:24,platform/sdk
39332,1003224,18-07-2012 01:02,platform/dalvik
39333,1002751,18-07-2012 01:22,platform/system/extras
39334,1002751,18-07-2012 01:22,platform/system/extras
39335,1002751,18-07-2012 01:22,platform/system/extras
39336,1002751,18-07-2012 01:22,platform/system/extras
39337,1003966,18-07-2012 01:42,platform/bionic
39338,1004689,18-07-2012 01:46,platform/sdk
39339,1002951,18-07-2012 13:26,platform/frameworks/opt/telephony
39350,1014258,18-07-2012 12:58,platform/packages/apps/Settings
39360,1002951,18-07-2012 13:37,platform/frameworks/opt/telephony
39361,1004689,18-07-2012 16:45,platform/sdk
39370,1014269,18-07-2012 14:50,platform/external/qemu
39371,1014269,18-07-2012 14:50,platform/external/qemu
39380,1003224,18-07-2012 16:55,platform/dalvik
39390,1006497,18-07-2012 21:03,platform/sdk
39391,1003224,18-07-2012 21:54,platform/libcore
39392,1003413,18-07-2012 22:03,platform/frameworks/base
39393,1003413,18-07-2012 22:10,platform/frameworks/opt/telephony
39394,1001414,18-07-2012 22:32,platform/sdk
39395,1001414,18-07-2012 22:32,platform/sdk
39396,1003224,19-07-2012 01:07,platform/libcore
39400,1014278,18-07-2012 22:33,platform/packages/apps/Settings
39410,1010055,18-07-2012 22:55,platform/sdk
39420,1003723,18-07-2012 23:32,platform/system/security
39430,1014018,19-07-2012 06:07,platform/frameworks/base
39431,1014018,19-07-2012 07:44,platform/cts
39440,1003723,19-07-2012 06:13,platform/frameworks/base
39441,1014250,19-07-2012 16:17,platform/development
39450,1003413,19-07-2012 06:27,platform/frameworks/opt/telephony
39451,1003413,19-07-2012 06:37,platform/frameworks/base
39460,1014213,19-07-2012 11:50,platform/bionic
39470,1013157,19-07-2012 13:43,platform/system/core
39480,1010055,19-07-2012 17:55,platform/sdk
39490,1004689,19-07-2012 18:12,platform/sdk
39491,1001414,19-07-2012 18:19,platform/sdk
39500,1003544,19-07-2012 19:32,platform/development
39510,1010055,19-07-2012 19:47,platform/sdk
39520,1004689,19-07-2012 19:52,platform/sdk
39521,1012833,19-07-2012 20:32,platform/sdk
39530,1003723,19-07-2012 21:44,platform/libcore
39531,1004689,19-07-2012 22:37,platform/sdk
39540,1004689,19-07-2012 22:51,platform/sdk
39550,1004689,19-07-2012 22:56,platform/sdk
39560,1010186,19-07-2012 23:39,platform/ndk
39561,1010056,20-07-2012 07:18,platform/frameworks/compile/libbcc
39562,1010672,20-07-2012 19:04,platform/external/qemu
39563,1010672,20-07-2012 19:04,platform/external/qemu
39564,1010672,20-07-2012 19:04,platform/external/qemu
39565,1010672,20-07-2012 19:04,platform/external/qemu
39566,1010672,20-07-2012 19:04,platform/external/qemu
39567,1010672,20-07-2012 19:04,platform/external/qemu
39568,1004689,20-07-2012 21:09,platform/sdk
39569,1013034,20-07-2012 23:09,platform/system/core
39570,1003723,20-07-2012 00:08,platform/libcore
39571,1003224,20-07-2012 00:10,platform/bionic
39572,1003224,20-07-2012 01:21,platform/libcore
39573,1004689,20-07-2012 16:09,platform/sdk
39574,1010672,20-07-2012 19:04,platform/prebuilts/tools
39575,1013034,20-07-2012 22:16,platform/external/libselinux
39576,1013034,20-07-2012 22:17,platform/external/libselinux
39577,1013034,20-07-2012 22:17,platform/external/libselinux
39578,1003224,21-07-2012 00:47,platform/libcore
39579,1010672,21-07-2012 05:06,platform/sdk
39580,1010056,20-07-2012 07:18,platform/frameworks/compile/libbcc
39581,1003966,20-07-2012 15:32,platform/cts
39582,1003566,20-07-2012 21:29,platform/cts
39583,1013034,20-07-2012 22:14,platform/external/libselinux
39584,1004689,20-07-2012 23:25,platform/sdk
39585,1004689,21-07-2012 00:29,platform/prebuilts/tools
39586,1014183,23-07-2012 01:52,platform/sdk
39587,1001191,23-07-2012 08:22,platform/external/markdown
39588,1003224,23-07-2012 18:07,platform/libcore
39589,1006497,23-07-2012 22:02,platform/sdk
39590,1006182,20-07-2012 14:47,platform/pdk
39591,1001100,21-07-2012 03:19,platform/sdk
39592,1006182,22-07-2012 02:02,device/ti/panda
39600,1013157,20-07-2012 16:53,platform/frameworks/base
39601,1013157,20-07-2012 21:17,platform/frameworks/base
39610,1006182,20-07-2012 22:29,platform/build
39620,1013034,20-07-2012 23:09,platform/system/core
39621,1013034,20-07-2012 23:09,platform/system/core
39622,1013034,20-07-2012 23:09,platform/system/core
39623,1013034,20-07-2012 23:09,platform/system/core
39624,1003224,20-07-2012 23:55,platform/bionic
39625,1004689,21-07-2012 00:24,platform/sdk
39626,1004689,21-07-2012 00:24,platform/sdk
39627,1004689,21-07-2012 00:24,platform/sdk
39628,1003723,21-07-2012 00:41,platform/libcore
39629,1010672,22-07-2012 07:11,platform/external/qemu
39630,1014183,22-07-2012 10:26,platform/sdk
39631,1014243,23-07-2012 09:41,platform/bionic
39632,1003966,23-07-2012 15:01,platform/cts
39633,1006748,23-07-2012 22:09,platform/frameworks/base
39634,1006748,23-07-2012 22:09,platform/frameworks/base
39635,1006748,23-07-2012 22:09,platform/frameworks/base
39636,1006748,23-07-2012 22:09,platform/frameworks/base
39637,1006748,23-07-2012 22:09,platform/frameworks/base
39638,1004689,23-07-2012 22:41,platform/external/qemu
39639,1011333,23-07-2012 23:06,platform/system/core
39643,1003224,23-07-2012 17:52,platform/dalvik
39644,1010186,23-07-2012 18:04,toolchain/binutils
39645,1010186,23-07-2012 18:21,platform/ndk
39646,1010186,23-07-2012 21:54,platform/ndk
39647,1006497,23-07-2012 22:25,platform/sdk
39648,1006497,23-07-2012 22:25,platform/sdk
39649,1011333,23-07-2012 23:03,platform/system/core
39650,1014213,23-07-2012 11:24,platform/frameworks/native
39651,1012093,24-07-2012 07:56,platform/ndk
39660,1006497,23-07-2012 22:02,platform/sdk
39661,1006497,23-07-2012 22:02,platform/sdk
39662,1006497,23-07-2012 22:02,platform/sdk
39663,1006497,23-07-2012 22:02,platform/sdk
39664,1004689,23-07-2012 22:17,platform/sdk
39665,1004689,23-07-2012 22:52,platform/sdk
39666,1011333,23-07-2012 23:09,platform/system/core
39667,1002751,24-07-2012 00:11,platform/system/core
39668,1003723,24-07-2012 00:22,platform/libcore
39670,1011333,23-07-2012 23:07,platform/system/core
39671,1011333,23-07-2012 23:08,platform/system/core
39672,1003224,23-07-2012 23:33,platform/libcore
39673,1006497,23-07-2012 23:43,platform/sdk
39674,1003224,24-07-2012 00:37,platform/libcore
39675,1003723,24-07-2012 00:53,platform/libcore
39676,1004689,24-07-2012 01:19,platform/sdk
39677,1002751,24-07-2012 07:26,kernel/common
39678,1003296,24-07-2012 17:30,platform/bionic
39679,1003296,24-07-2012 17:33,platform/bionic
39680,1011333,23-07-2012 23:11,platform/system/core
39681,1003723,24-07-2012 02:03,platform/libcore
39682,1003723,24-07-2012 06:34,platform/libcore
39683,1003296,24-07-2012 17:27,platform/bionic
39684,1010055,24-07-2012 18:17,platform/sdk
39685,1003224,24-07-2012 21:03,platform/libcore
39690,1010186,24-07-2012 20:12,platform/external/qemu
39700,1004689,24-07-2012 21:57,platform/sdk
39701,1003296,24-07-2012 22:47,platform/external/llvm
39702,1004689,24-07-2012 23:31,platform/sdk
39703,1002751,24-07-2012 23:38,platform/system/core
39710,1003296,24-07-2012 22:02,platform/external/llvm
39711,1010186,24-07-2012 23:11,platform/external/qemu
39712,1003413,24-07-2012 23:14,platform/frameworks/opt/telephony
39713,1013987,24-07-2012 23:15,platform/frameworks/rs
39720,1003723,25-07-2012 00:12,platform/libcore
39721,1003723,25-07-2012 00:42,platform/libcore
39730,1002751,25-07-2012 01:07,platform/system/core
39731,1010186,25-07-2012 07:37,platform/build
39732,1010578,25-07-2012 14:52,platform/ndk
39740,1001414,25-07-2012 01:13,platform/sdk
39750,1005243,25-07-2012 03:24,platform/packages/apps/Settings
39760,1005243,25-07-2012 04:20,platform/packages/apps/Settings
39770,1000297,25-07-2012 06:24,platform/frameworks/base
39780,1005388,25-07-2012 10:17,platform/cts
39781,1010080,25-07-2012 13:43,platform/frameworks/base
39790,1004689,25-07-2012 16:35,platform/sdk
39800,1013157,25-07-2012 17:59,platform/frameworks/base
39801,1013433,25-07-2012 19:21,kernel/omap
39810,1013157,25-07-2012 18:16,platform/system/core
39820,1003224,25-07-2012 18:50,platform/libcore
39821,1010186,25-07-2012 22:39,platform/development
39830,1013433,25-07-2012 20:29,kernel/omap
39840,1010056,25-07-2012 21:48,platform/frameworks/compile/slang
39841,1000701,25-07-2012 22:04,platform/external/qemu
39850,1000701,25-07-2012 22:02,platform/build
39860,1003966,25-07-2012 23:01,platform/bionic
39861,1010123,25-07-2012 23:10,platform/external/qemu
39862,1012833,26-07-2012 16:57,platform/sdk
39863,1011333,26-07-2012 17:17,platform/system/core
39864,1011333,26-07-2012 17:18,platform/system/core
39865,1001414,26-07-2012 19:45,platform/sdk
39866,1001414,26-07-2012 19:45,platform/sdk
39867,1010186,26-07-2012 22:05,platform/prebuilts/ndk
39868,1003224,26-07-2012 23:21,platform/bionic
39869,1010186,27-07-2012 00:40,platform/sdk
39870,1004689,25-07-2012 23:18,platform/sdk
39871,1003413,26-07-2012 07:27,platform/system/core
39872,1010092,26-07-2012 14:40,platform/ndk
39873,1011333,26-07-2012 17:19,platform/system/extras
39874,1011333,26-07-2012 17:20,platform/build
39875,1003224,26-07-2012 17:37,platform/libcore
39876,1003723,26-07-2012 22:38,platform/external/openssl
39877,1003723,26-07-2012 22:47,platform/external/wpa_supplicant_8
39878,1010186,26-07-2012 23:49,platform/ndk
39879,1003224,27-07-2012 00:29,platform/libcore
39880,1010055,26-07-2012 00:04,platform/sdk
39881,1000701,26-07-2012 00:55,platform/build
39882,1000660,26-07-2012 16:15,platform/manifest
39883,1003224,26-07-2012 19:12,platform/libcore
39884,1003723,26-07-2012 19:36,platform/libcore
39885,1003966,26-07-2012 19:47,platform/external/compiler-rt
39886,1010055,26-07-2012 22:42,platform/sdk
39887,1003723,26-07-2012 22:47,platform/external/wpa_supplicant_6
39888,1012833,26-07-2012 23:14,platform/sdk
39889,1004689,27-07-2012 00:29,platform/sdk
39891,1002473,27-07-2012 04:19,platform/packages/apps/Nfc
39900,1013433,26-07-2012 01:58,kernel/omap
39901,1013433,26-07-2012 02:10,kernel/omap
39920,1004689,27-07-2012 00:38,platform/sdk
39921,1010056,27-07-2012 00:38,platform/external/clang
39922,1003284,27-07-2012 02:21,platform/external/libffi
39923,1003284,27-07-2012 02:21,platform/external/libffi
39924,1003284,27-07-2012 02:23,platform/external/openssl
39925,1003284,27-07-2012 02:23,platform/external/openssl
39926,1010077,27-07-2012 09:21,platform/frameworks/base
39927,1010077,27-07-2012 09:21,platform/frameworks/base
39928,1010077,27-07-2012 09:21,platform/frameworks/base
39929,1010077,27-07-2012 09:21,platform/frameworks/base
39930,1003902,27-07-2012 00:45,platform/frameworks/opt/telephony
39931,1003284,27-07-2012 02:20,platform/dalvik
39932,1003284,27-07-2012 02:20,platform/dalvik
39933,1003284,27-07-2012 02:20,platform/dalvik
39934,1003284,27-07-2012 02:20,platform/dalvik
39935,1003284,27-07-2012 02:20,platform/dalvik
39936,1003284,27-07-2012 02:20,platform/dalvik
39937,1003284,27-07-2012 02:20,platform/dalvik
39938,1003284,27-07-2012 02:20,platform/dalvik
39939,1003284,27-07-2012 02:20,platform/dalvik
39940,1003284,27-07-2012 02:17,platform/bionic
39941,1003284,27-07-2012 02:17,platform/bionic
39942,1003284,27-07-2012 02:17,platform/bionic
39943,1003284,27-07-2012 02:18,platform/bionic
39944,1003284,27-07-2012 02:18,platform/bionic
39945,1003284,27-07-2012 02:18,platform/bionic
39946,1003284,27-07-2012 02:18,platform/bionic
39947,1003284,27-07-2012 02:18,platform/bionic
39948,1003284,27-07-2012 02:18,platform/bionic
39949,1003284,27-07-2012 02:18,platform/bionic
39950,1003284,27-07-2012 02:18,platform/bionic
39951,1003284,27-07-2012 02:18,platform/bionic
39952,1003284,27-07-2012 02:20,platform/build
39953,1003284,27-07-2012 02:20,platform/build
39954,1003284,27-07-2012 02:20,platform/build
39955,1003284,27-07-2012 02:20,platform/build
39956,1003284,27-07-2012 02:20,platform/build
39957,1003284,27-07-2012 02:20,platform/build
39958,1003284,27-07-2012 02:23,platform/external/srtp
39959,1003284,27-07-2012 02:23,platform/external/srtp
39960,1003284,27-07-2012 02:20,platform/dalvik
39961,1003284,27-07-2012 02:20,platform/dalvik
39962,1003284,27-07-2012 02:20,platform/dalvik
39963,1003284,27-07-2012 02:21,platform/external/chromium
39964,1003284,27-07-2012 02:24,platform/external/stlport
39965,1003284,27-07-2012 02:24,platform/external/stlport
39966,1002951,27-07-2012 13:19,platform/bionic
39967,1004689,27-07-2012 16:07,platform/sdk
39968,1012833,27-07-2012 16:20,platform/sdk
39969,1003981,27-07-2012 16:57,platform/build
39970,1003284,27-07-2012 02:25,platform/system/core
39971,1003284,27-07-2012 02:25,platform/system/core
39972,1003284,27-07-2012 02:25,platform/system/core
39973,1003284,27-07-2012 02:25,platform/system/core
39974,1003284,27-07-2012 02:25,platform/system/core
39975,1003284,27-07-2012 02:25,platform/system/core
39976,1003284,27-07-2012 02:25,platform/system/core
39977,1003284,27-07-2012 02:25,platform/system/core
39978,1003284,27-07-2012 02:25,platform/system/core
39979,1010186,27-07-2012 07:20,platform/ndk
39980,1010077,27-07-2012 09:21,platform/frameworks/base
39981,1010077,27-07-2012 09:21,platform/frameworks/base
39982,1010077,27-07-2012 09:21,platform/frameworks/base
39983,1002951,27-07-2012 13:16,platform/frameworks/base
39984,1002951,27-07-2012 13:26,platform/packages/apps/Browser
39985,1010056,27-07-2012 16:49,platform/external/compiler-rt
39986,1010056,27-07-2012 16:49,platform/external/compiler-rt
39987,1003224,27-07-2012 20:44,platform/bionic
39988,1004689,27-07-2012 21:09,platform/sdk
39989,1001414,27-07-2012 21:29,platform/sdk
39990,1002951,27-07-2012 13:12,platform/bionic
39991,1004689,27-07-2012 19:25,platform/sdk
39992,1003224,27-07-2012 20:46,platform/build
39993,1003723,27-07-2012 21:34,platform/external/bouncycastle
39994,1003224,27-07-2012 22:32,platform/bionic
39995,1014491,27-07-2012 22:57,platform/frameworks/testing
39996,1003902,28-07-2012 00:09,platform/packages/apps/Stk
39997,1003224,28-07-2012 00:42,platform/bionic
